0
6
1	0.367879	-0.735759
0	1	1.71657e-08	-2	0
0.01	0.980199	1.70026e-08	-1.9604	1.373e-09
0.02	0.960789	1.68616e-08	-1.92158	2.6725e-09
0.03	0.941765	1.67414e-08	-1.88353	3.90592e-09
0.04	0.923116	1.6641e-08	-1.84623	5.08005e-09
0.05	0.904837	1.65594e-08	-1.80967	6.20107e-09
0.06	0.88692	1.64957e-08	-1.77384	7.27462e-09
0.07	0.869358	1.64491e-08	-1.73872	8.30587e-09
0.08	0.852144	1.64188e-08	-1.70429	9.29956e-09
0.09	0.83527	1.64041e-08	-1.67054	1.026e-08
0.1	0.818731	1.64044e-08	-1.63746	1.11913e-08
0.11	0.802519	1.64191e-08	-1.60504	1.2097e-08
0.12	0.786628	1.64477e-08	-1.57326	1.29805e-08
0.13	0.771052	1.64898e-08	-1.5421	1.3845e-08
0.14	0.755784	1.65448e-08	-1.51157	1.46934e-08
0.15	0.740818	1.66124e-08	-1.48164	1.55283e-08
0.16	0.726149	1.66923e-08	-1.4523	1.63523e-08
0.17	0.71177	1.67841e-08	-1.42354	1.71677e-08
0.18	0.697676	1.68876e-08	-1.39535	1.79766e-08
0.19	0.683861	1.70026e-08	-1.36772	1.87812e-08
0.2	0.67032	1.71287e-08	-1.34064	1.95833e-08
0.21	0.657047	1.72659e-08	-1.31409	2.03847e-08
0.22	0.644036	1.7414e-08	-1.28807	2.11871e-08
0.23	0.631284	1.75728e-08	-1.26257	2.19922e-08
0.24	0.618783	1.77423e-08	-1.23757	2.28015e-08
0.25	0.606531	1.79223e-08	-1.21306	2.36164e-08
0.26	0.594521	1.81129e-08	-1.18904	2.44384e-08
0.27	0.582748	1.83138e-08	-1.1655	2.52687e-08
0.28	0.571209	1.85253e-08	-1.14242	2.61088e-08
0.29	0.559898	1.87471e-08	-1.1198	2.69598e-08
0.3	0.548812	1.89794e-08	-1.09762	2.7823e-08
0.31	0.537944	1.92221e-08	-1.07589	2.86995e-08
0.32	0.527292	1.94754e-08	-1.05458	2.95906e-08
0.33	0.516851	1.97393e-08	-1.0337	3.04973e-08
0.34	0.506617	2.00139e-08	-1.01323	3.14207e-08
0.35	0.496585	2.02992e-08	-0.993171	3.2362e-08
0.36	0.486752	2.05954e-08	-0.973505	3.33223e-08
0.37	0.477114	2.09026e-08	-0.954228	3.43026e-08
0.38	0.467666	2.1221e-08	-0.935333	3.5304e-08
0.39	0.458406	2.15507e-08	-0.916812	3.63276e-08
0.4	0.449329	2.18918e-08	-0.898658	3.73745e-08
0.41	0.440432	2.22446e-08	-0.880863	3.84457e-08
0.42	0.431711	2.26093e-08	-0.863421	3.95423e-08
0.43	0.423162	2.29861e-08	-0.846324	4.06654e-08
0.44	0.414783	2.33751e-08	-0.829566	4.18161e-08
0.45	0.40657	2.37767e-08	-0.813139	4.29955e-08
0.46	0.398519	2.41911e-08	-0.797038	4.42048e-08
0.47	0.390628	2.46185e-08	-0.781256	4.54451e-08
0.48	0.382893	2.50592e-08	-0.765786	4.67175e-08
0.49	0.375311	2.55136e-08	-0.750622	4.80232e-08
0.5	0.367879	2.26652e-08	-0.735759	2.04277e-08
0.51	0.360595	1.92516e-08	-0.72119	7.2827e-09
0.52	0.353455	1.91676e-08	-0.706909	6.07117e-09
0.53	0.346456	1.90961e-08	-0.692912	4.87184e-09
0.54	0.339596	1.90372e-08	-0.679191	3.68319e-09
0.55	0.332871	1.89907e-08	-0.665742	2.50372e-09
0.56	0.32628	1.89565e-08	-0.65256	1.33199e-09
0.57	0.319819	1.89345e-08	-0.639638	1.66571e-10
0.58	0.313486	1.89246e-08	-0.626972	9.93902e-10
0.59	0.307279	1.89267e-08	-0.614557	2.15078e-09
0.6	0.301194	1.89409e-08	-0.602388	3.30538e-09
0.61	0.29523	1.8967e-08	-0.59046	4.45899e-09
0.62	0.289384	1.9005e-08	-0.578768	5.61289e-09
0.63	0.283654	1.9055e-08	-0.567308	6.76833e-09
0.64	0.278037	1.9117e-08	-0.556075	7.92653e-09
0.65	0.272532	1.91909e-08	-0.545064	9.08872e-09
0.66	0.267135	1.92768e-08	-0.534271	1.02561e-08
0.67	0.261846	1.93747e-08	-0.523691	1.14299e-08
0.68	0.256661	1.94847e-08	-0.513322	1.26112e-08
0.69	0.251579	1.96069e-08	-0.503157	1.38013e-08
0.7	0.246597	1.97413e-08	-0.493194	1.50013e-08
0.71	0.241714	1.98881e-08	-0.483428	1.62124e-08
0.72	0.236928	2.00473e-08	-0.473856	1.74358e-08
0.73	0.232236	2.02191e-08	-0.464473	1.86727e-08
0.74	0.227638	2.04036e-08	-0.455275	1.99241e-08
0.75	0.22313	2.06009e-08	-0.44626	2.11913e-08
0.76	0.218712	2.08112e-08	-0.437424	2.24756e-08
0.77	0.214381	2.10346e-08	-0.428762	2.3778e-08
0.78	0.210136	2.12714e-08	-0.420272	2.50997e-08
0.79	0.205975	2.15217e-08	-0.41195	2.64421e-08
0.8	0.201896	2.17858e-08	-0.403793	2.78062e-08
0.81	0.197899	2.20638e-08	-0.395797	2.91934e-08
0.82	0.19398	2.2356e-08	-0.38796	3.0605e-08
0.83	0.190139	2.26626e-08	-0.380278	3.2042e-08
0.84	0.186374	2.29839e-08	-0.372748	3.3506e-08
0.85	0.182684	2.33201e-08	-0.365367	3.49981e-08
0.86	0.179066	2.36716e-08	-0.358132	3.65197e-08
0.87	0.17552	2.40386e-08	-0.351041	3.80721e-08
0.88	0.172045	2.44214e-08	-0.34409	3.96567e-08
0.89	0.168638	2.48204e-08	-0.337276	4.1275e-08
0.9	0.165299	2.52359e-08	-0.330598	4.29283e-08
0.91	0.162026	2.56683e-08	-0.324052	4.46181e-08
0.92	0.158817	2.61179e-08	-0.317635	4.63459e-08
0.93	0.155673	2.6585e-08	-0.311345	4.81132e-08
0.94	0.15259	2.70702e-08	-0.30518	4.99216e-08
0.95	0.149569	2.75738e-08	-0.299137	5.17726e-08
0.96	0.146607	2.80963e-08	-0.293214	5.36678e-08
0.97	0.143704	2.8638e-08	-0.287408	5.5609e-08
0.98	0.140858	2.91995e-08	-0.281717	5.75977e-08
0.99	0.138069	2.97813e-08	-0.276139	5.96359e-08
1	0.135335	3.03837e-08	-0.270671	6.17251e-08
